Seq,City,Region,DegDay,DHDBT,DHWBT,Strange,OHR,DGTEMP,JanWind,JulWind,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
481,Sundridge,ON,5080,-27,29,12,14,8,12,10,-12,-11,-4,4,11,15,19,17,12,6,-1,-8
482,Tavistock,ON,4100,-19,29,11,15,10,15,11,-7,-6,-1,6,13,17,20,19,15,9,3,-3
483,Temagami,ON,5420,-30,30,10,13,8,11,10,-16,-15,-7,1,10,16,19,16,11,6,-2,-12
484,Thamesford,ON,3950,-19,30,10,15,10,19,11,-5,-5,0,7,13,18,21,20,16,9,4,-2
485,Thedford,ON,3710,-16,31,11,14,10,19,12,-4,-4,1,7,13,19,21,20,16,10,4,-2
486,Thunder Bay,ON,5650,-31,29,12,12,6,12,10,-14,-11,-5,3,9,15,18,17,12,5,-3,-10
487,Tillsonburg,ON,3840,-17,30,13,16,10,14,9,-4,-1,2,8,15,19,21,20,17,10,4,-2
488,Timmins,ON,5940,-34,29,12,12,5,12,11,-17,-14,-8,2,10,15,17,16,11,4,-4,-12
489,Timmins (Porcupine),ON,6000,-34,29,12,12,6,12,11,-17,-14,-8,2,10,15,17,16,11,4,-4,-12
490,Toronto (city hall),ON,3520,-18,31,7,14,10,23,12,-4,-2,1,6,12,18,21,21,18,10,5,0
491,Trenton,ON,4110,-22,29,10,15,10,17,12,-7,-6,-1,6,13,18,21,20,15,9,3,-3
492,Trout Creek,ON,5100,-27,29,9,14,8,11,10,-12,-10,-5,4,11,16,19,18,13,6,-1,-8
493,Uxbridge,ON,4240,-22,30,12,15,9,15,11,-9,-9,-3,4,12,17,19,18,14,8,2,-5
494,Vaughan (Woodbridge),ON,4100,-20,31,12,16,10,18,13,-7,-6,-1,6,13,18,21,20,15,9,3,-3
495,Vittoria,ON,3680,-15,30,10,16,10,17,11,-6,-5,0,6,13,18,21,20,16,10,4,-2
496,Walkerton,ON,4300,-18,30,13,13,9,17,10,-7,-7,-2,5,12,17,19,19,14,8,2,-4
497,Wallaceburg,ON,3600,-16,31,11,16,11,17,13,-5,-4,1,8,14,20,22,21,17,11,4,-2
498,Waterloo,ON,4200,-19,29,12,15,9,15,10,-7,-6,-1,6,13,17,20,19,14,8,2,-4
499,Watford,ON,3740,-17,31,11,16,10,19,12,-6,-5,1,7,14,19,21,20,16,10,4,-3
500,Wawa,ON,5840,-34,26,11,14,6,10,7,-13,-11,-6,2,8,13,15,16,12,5,-2,-8
501,Welland,ON,3670,-15,30,11,15,10,13,8,-5,-4,1,7,13,19,21,21,16,10,4,-1
502,West Lorne,ON,3700,-16,31,12,16,11,17,11,-6,-4,1,7,13,19,21,20,16,11,4,-2
503,Whitby,ON,3820,-20,30,9,15,10,17,10,-5,-4,0,6,12,17,20,20,15,9,4,-2
504,Whitby (Brooklin),ON,4010,-20,30,11,15,9,15,9,-6,-5,1,7,14,18,21,20,16,9,4,-3
505,White River,ON,6150,-39,28,14,13,6,8,9,-19,-17,-10,-1,8,14,15,15,9,4,-4,-14
506,Wiarton,ON,4300,-19,29,10,14,9,17,10,-6,-6,-2,5,11,16,19,18,15,9,3,-3
507,Windsor,ON,3400,-16,32,9,16,11,19,13,-4,-2,2,9,15,20,23,22,18,11,5,-1
508,Wingham,ON,4220,-18,30,12,15,9,17,11,-7,-7,-2,6,12,17,19,19,15,8,3,-3
509,Woodstock,ON,3910,-19,30,12,15,10,17,12,-6,-5,0,6,13,18,20,20,15,9,3,-3
510,Wyoming,ON,3700,-16,31,11,16,10,19,12,-5,-4,1,7,14,19,21,21,17,10,4,-2
511,Charlottetown,PE,4460,-20,26,9,14,8,18,14,-8,-7,-3,3,9,15,19,18,14,8,3,-3
512,Souris,PE,4550,-19,27,6,13,8,27,19,-5,-6,-3,2,7,13,18,18,15,10,4,-1
513,Summerside,PE,4600,-20,27,8,13,8,20,16,-8,-7,-3,3,10,15,19,19,15,9,3,-4
514,Tignish,PE,4770,-20,27,6,13,9,30,19,-7,-7,-3,2,8,15,19,19,15,10,4,-2
515,Acton-Vale,QC,4620,-24,30,12,15,8,12,8,-11,-9,-3,5,13,18,20,19,14,7,1,-7
516,Alma,QC,5800,-31,28,11,14,6,13,11,-16,-14,-7,1,10,16,18,17,13,6,-1,-10
517,Amos,QC,6160,-34,28,12,13,6,13,11,-17,-15,-8,1,9,15,17,16,10,4,-4,-13
518,Ancienne-Lorette,QC,5130,-25,28,10,16,7,17,11,-12,-10,-4,4,12,17,20,18,14,7,0,-8
519,Asbestos,QC,4800,-26,29,10,14,8,11,8,-11,-9,-3,5,12,17,20,18,13,7,1,-8
520,Aylmer,QC,4520,-25,30,11,15,9,12,9,-10,-9,-2,6,14,18,21,20,15,8,2,-7
521,Baie-Comeau,QC,6020,-27,25,9,11,6,17,14,-13,-11,-5,2,8,14,17,16,12,5,-1,-8
522,Baie-Saint-Paul,QC,5280,-27,28,11,13,7,19,12,-13,-10,-4,3,10,16,18,17,12,6,-1,-9
523,Beaconsfield,QC,4440,-24,30,10,15,9,16,12,-10,-8,-2,6,13,19,21,20,16,9,2,-5
524,Beauport,QC,5100,-26,28,11,14,7,16,13,-12,-10,-4,4,11,17,20,18,13,6,0,-9
525,Bedford,QC,4420,-24,29,1,15,9,10,7,-9,-8,-1,6,13,18,21,20,15,8,2,-5
526,Beloeil,QC,4500,-24,30,11,15,9,16,11,-11,-9,-3,6,13,18,20,19,14,8,1,-6
527,Brome,QC,4730,-25,29,12,15,8,10,7,-10,-9,-3,5,12,17,19,18,13,7,1,-7
528,Brossard,QC,4420,-24,30,11,15,9,18,13,-10,-8,-2,6,13,18,21,20,15,8,2,-6
529,Buckingham,QC,4880,-26,30,12,15,9,11,9,-13,-10,-4,4,12,17,20,19,13,7,1,-8
530,Campbell's Bay,QC,4900,-28,30,13,15,9,11,9,-13,-10,-3,5,12,16,19,18,13,7,0,-7
531,Chambly,QC,4450,-24,30,11,15,9,16,11,-10,-8,-2,6,13,18,21,20,15,8,2,-6
532,Coaticook,QC,4750,-25,28,11,14,8,10,8,-10,-8,-3,5,12,17,19,18,13,7,1,-7
533,Contrecoeur,QC,4500,-25,30,11,15,9,17,11,-10,-9,-3,6,13,18,21,20,15,8,1,-6
534,Cowansville,QC,4540,-25,29,12,15,9,10,7,-10,-9,-3,5,12,17,19,18,13,7,1,-6
535,Deux-Montagnes,QC,4440,-25,29,9,15,9,17,12,-10,-9,-3,6,13,18,21,20,15,8,2,-7
536,Dolbeau,QC,6250,-32,28,12,14,6,15,12,-18,-17,-7,2,10,15,18,16,11,4,-3,-14
537,Dorval,QC,4400,-24,30,10,15,9,17,12,-10,-8,-2,6,14,19,21,20,16,9,2,-5
538,Drummondville,QC,4700,-26,30,10,15,9,13,10,-11,-9,-3,5,13,18,21,19,14,8,1,-7
539,Farnham,QC,4500,-24,29,11,15,9,10,7,-10,-9,-2,6,13,18,20,19,14,8,2,-6
540,Fort-Coulonge,QC,4950,-28,30,13,15,9,11,9,-13,-10,-3,5,12,16,19,18,13,7,0,-7
541,Gagnon,QC,7600,-34,24,10,12,4,11,14,-21,-18,-12,-4,4,11,14,12,7,0,-7,-18
542,Gaspé,QC,5500,-25,26,12,12,7,13,9,-12,-11,-5,2,8,13,17,16,12,6,0,-7
543,Gatineau,QC,4600,-25,30,11,15,9,14,12,-11,-10,-3,5,13,18,21,19,14,8,1,-7
544,Gracefield,QC,5080,-28,30,12,15,8,8,7,-13,-11,-4,5,12,17,19,18,13,7,0,-9
545,Granby,QC,4500,-25,29,10,15,8,10,7,-10,-8,-2,5,13,18,20,19,14,8,1,-6
546,Harrington-Harbour,QC,6150,-27,19,7,10,7,18,12,-13,-12,-7,-1,4,10,13,14,10,5,-1,-7
547,Havre-St-Pierre,QC,6100,-27,22,9,11,6,17,13,-14,-13,-7,0,6,12,15,14,11,5,-2,-9
548,Hemmingford,QC,4380,-24,30,12,15,9,10,7,-10,-8,-2,6,13,18,21,19,14,8,2,-6
549,Hull,QC,4550,-25,30,11,15,9,12,9,-10,-9,-2,6,14,18,21,20,15,8,2,-7
550,Iberville,QC,4450,-24,29,11,15,9,14,10,-10,-8,-2,6,13,18,21,20,15,8,2,-6
551,Inukjuak,QC,9150,-36,21,6,8,-1,20,19,-25,-26,-20,-10,-2,5,10,10,6,1,-7,-16
552,Joliette,QC,4720,-26,29,12,15,8,14,12,-12,-9,-3,5,13,18,21,19,14,7,1,-8
553,Kuujjuaq,QC,8550,-37,24,9,9,0,16,14,-25,-24,-18,-8,1,8,12,11,6,0,-8,-18
554,Kuujjuarapik,QC,7990,-36,25,8,9,1,17,14,-23,-23,-17,-7,2,7,11,12,8,3,-5,-15
555,La Pocatière,QC,5160,-24,28,10,14,8,19,12,-11,-9,-4,3,10,16,19,18,14,7,1,-6
556,Lachute,QC,4640,-26,29,11,15,9,13,8,-11,-9,-3,5,13,18,20,19,14,7,0,-8
557,Lac-Mégantic,QC,5180,-27,27,11,15,7,12,10,-11,-10,-4,3,10,15,18,17,12,6,-1,-8
558,La-Malbaie,QC,5400,-26,28,12,13,7,19,12,-13,-11,-5,3,10,15,18,17,11,6,-1,-9
559,La-Tuque,QC,5500,-30,29,13,14,7,8,8,-14,-12,-5,3,11,17,19,17,13,6,-1,-9
560,Laval,QC,4500,-24,29,11,15,9,13,11,-12,-8,-3,6,14,18,22,19,14,8,2,-7
561,Lennoxville,QC,4700,-28,29,11,14,8,10,8,-10,-7,-2,5,12,17,19,19,15,7,2,-5
562,Léry,QC,4420,-24,29,11,15,9,15,11,-11,-8,-2,6,13,18,21,20,14,8,2,-6
563,Lévis,QC,5050,-25,28,10,14,7,12,8,-12,-9,-3,4,12,17,20,19,15,7,1,-6
564,Loretteville,QC,5200,-26,28,11,14,7,17,11,-14,-10,-3,3,12,17,20,19,13,7,-1,-9
565,Louiseville,QC,4900,-25,29,12,15,9,18,17,-13,-11,-4,4,12,17,20,19,13,7,0,-8
566,Magog,QC,4730,-26,29,10,15,8,9,8,-10,-9,-3,5,12,17,19,18,13,7,1,-7
567,Malartic,QC,6200,-33,29,12,12,6,13,11,-17,-15,-8,1,9,15,17,16,10,4,-4,-13
568,Maniwaki,QC,5280,-30,29,12,14,8,8,7,-12,-10,-3,4,12,17,19,18,14,7,0,-7
569,Masson,QC,4610,-26,30,12,15,9,11,9,-12,-11,-4,5,13,18,20,19,14,8,1,-8
570,Matane,QC,5510,-24,24,9,13,7,22,15,-12,-11,-6,1,8,14,17,16,11,6,-1,-7
571,Mont-Joli,QC,5370,-24,26,9,14,7,22,15,-12,-11,-5,2,9,15,18,17,12,6,0,-7
572,Mont-Laurier,QC,5320,-29,29,13,14,7,8,7,-14,-12,-5,3,11,16,18,17,12,6,-1,-10
573,Montmagny,QC,5090,-25,28,11,14,7,23,15,-12,-10,-4,3,11,16,19,18,13,6,0,-8
574,Montréal (city hall),QC,4200,-23,30,8,15,9,12,11,-8,-6,-1,7,14,19,22,21,17,10,3,-4
575,Montréal-Est,QC,4470,-23,30,9,15,9,13,11,-9,-7,-2,6,14,19,21,21,16,9,2,-4
576,Montréal-Nord,QC,4470,-24,30,9,15,9,13,11,-11,-9,-3,5,13,17,20,19,14,7,1,-7
577,Nicolet (Gentilly),QC,4900,-25,29,10,15,9,14,13,-11,-9,-3,5,13,18,20,19,15,8,2,-6
578,Nitchequon,QC,8100,-39,23,9,12,2,16,15,-24,-22,-15,-6,2,10,14,12,6,0,-8,-20
579,Noranda,QC,6050,-33,29,10,12,6,12,12,-16,-13,-6,2,10,16,18,17,13,5,-3,-10
580,Outremont,QC,4300,-23,30,9,15,9,13,11,-10,-7,-2,6,14,19,22,20,15,8,2,-6
581,Percé,QC,5400,-21,25,6,11,7,18,13,-9,-9,-4,1,6,12,16,16,12,6,1,-5
582,Pierrefonds,QC,4430,-24,30,9,15,9,17,12,-10,-9,-3,6,13,18,21,20,15,8,2,-7
583,Pincourt,QC,4480,-24,29,10,15,9,15,11,-10,-8,-2,6,13,19,21,20,16,9,2,-5
584,Plessisville,QC,5100,-26,29,12,15,8,13,11,-12,-11,-4,4,11,17,19,18,13,6,0,-8
585,Port-Cartier,QC,6060,-28,25,9,11,6,16,12,-15,-14,-7,0,6,12,15,15,10,4,-3,-10
586,Puvinrituq,QC,9200,-36,23,6,9,-1,18,22,-25,-26,-20,-10,-2,5,10,10,6,1,-7,-16
587,Québec,QC,5080,-25,28,10,14,7,12,8,-12,-9,-3,4,12,17,20,19,15,7,1,-6
588,Richmond,QC,4700,-25,29,12,14,7,11,7,-11,-9,-3,5,12,17,20,18,13,7,1,-7
589,Rimouski,QC,5300,-25,26,10,12,7,20,13,-12,-10,-4,3,10,15,18,17,12,6,0,-8
590,Rivière-du-Loup,QC,5380,-25,26,9,14,7,11,8,-12,-10,-5,2,9,15,17,17,12,6,0,-7
591,Roberval,QC,5750,-31,28,10,13,6,14,13,-16,-14,-7,2,10,16,18,17,12,6,-2,-11
592,Rock-Island,QC,4850,-25,29,11,15,8,10,8,-10,-9,-3,5,12,16,19,18,13,7,1,-7
593,Rosemère,QC,4550,-24,29,11,15,9,13,11,-10,-9,-3,6,13,18,21,20,15,8,2,-7
594,Rouyn,QC,6050,-33,29,10,12,6,12,12,-16,-13,-6,2,10,16,18,17,13,5,-3,-10
595,Saguenay,QC,5700,-30,28,11,14,6,16,11,-15,-14,-5,3,11,17,19,18,12,6,-1,-12
596,Saguenay (Bagotville),QC,5700,-31,28,11,13,6,16,11,-16,-13,-6,2,10,16,18,17,12,5,-2,-10
597,Saguenay (Jonquière),QC,5650,-30,28,11,14,6,15,12,-15,-13,-6,2,10,16,18,17,13,6,-1,-9
598,Saguenay (Kénogami),QC,5650,-30,28,11,14,6,15,12,-15,-13,-6,2,10,16,18,17,13,6,-1,-9
599,Saint-Eustache,QC,4500,-25,29,9,15,9,17,12,-10,-9,-3,6,13,18,21,20,15,8,2,-7
600,Saint-Jean-sur-Richelieu,QC,4450,-24,29,11,15,9,14,10,-10,-8,-2,6,13,18,21,20,15,8,2,-6
601,Salaberry-de-Valleyfield,QC,4400,-23,29,10,15,9,14,10,-10,-8,-2,6,14,19,21,20,15,8,2,-6
602,Schefferville,QC,8550,-37,24,9,8,1,16,15,-24,-23,-16,-7,2,9,13,12,7,-1,-9,-18
603,Senneterre,QC,6180,-34,29,13,12,6,13,11,-19,-16,-9,1,9,14,17,15,10,4,-4,-14
604,Sept-Îles,QC,6200,-29,24,8,10,6,16,12,-15,-14,-7,0,6,12,15,15,10,4,-3,-10
605,Shawinigan,QC,5050,-26,29,11,15,8,10,9,-13,-11,-4,4,12,17,20,18,13,7,0,-9
606,Shawville,QC,4880,-27,30,13,15,9,12,9,-12,-10,-4,5,12,17,20,18,13,7,0,-8
607,Sherbrooke,QC,4700,-28,29,12,15,8,11,7,-11,-9,-4,4,11,16,18,18,13,7,1,-7
608,Sillery,QC,5070,-25,28,10,16,7,12,8,-12,-9,-3,4,12,17,20,19,15,7,1,-6
609,Sorel,QC,4550,-25,29,11,15,9,17,16,-11,-9,-3,5,13,18,21,20,14,8,1,-7
610,Ste-Agathe-des-Monts,QC,5390,-28,28,11,14,7,12,9,-13,-10,-5,3,11,15,18,16,12,6,-1,-10
611,Ste-Anne-de-Bellevue,QC,4460,-24,29,10,15,9,15,11,-10,-8,-2,6,13,19,21,20,16,9,2,-5
612,Ste-Foy,QC,5100,-25,28,10,16,7,12,8,-12,-9,-3,4,12,17,20,19,15,7,1,-6
613,St-Félicien,QC,5850,-32,28,12,14,6,15,12,-17,-15,-7,2,10,16,18,17,12,6,-3,-12
614,St-Georges-de-Cacouna,QC,5400,-25,26,9,14,7,11,8,-12,-10,-5,2,9,15,17,17,12,6,0,-7
615,St-Hubert,QC,4490,-24,30,11,15,9,18,13,-10,-8,-2,6,13,18,21,20,15,8,2,-6
616,St-Hubert-de-Rivière-du-Loup,QC,5520,-26,26,11,14,6,11,8,-15,-13,-6,1,9,15,17,16,11,5,-2,-11
617,St-Hyacinthe,QC,4500,-24,30,11,15,9,13,9,-11,-9,-3,6,13,19,21,20,15,8,1,-7
618,St-Jérôme,QC,4820,-26,29,11,15,9,13,8,-12,-10,-4,5,12,17,20,18,13,7,0,-8
619,St-Jovite,QC,5250,-29,28,14,14,7,5,5,-12,-11,-4,3,11,16,18,17,13,6,0,-8
620,St-Lambert,QC,4400,-23,30,11,15,9,18,13,-10,-8,-2,6,13,18,21,20,15,8,2,-6
621,St-Laurent,QC,4270,-23,30,10,15,9,17,12,-10,-8,-2,6,14,19,21,20,16,9,2,-5
622,St-Lazare-Hudson,QC,4520,-24,30,13,15,8,15,11,-13,-10,-3,5,12,17,20,18,13,7,0,-8
623,St-Nicolas,QC,4990,-25,28,10,14,7,14,9,-12,-9,-3,4,12,17,20,19,15,7,1,-6
624,Sutton,QC,4600,-25,29,11,15,8,10,7,-9,-8,-2,6,12,17,20,18,14,8,1,-6
625,Tadoussac,QC,5450,-26,27,10,13,7,26,14,-13,-11,-5,2,9,14,17,16,11,5,-1,-9
626,Témiscaming,QC,5020,-30,30,11,13,8,10,8,-11,-8,-3,4,11,17,19,19,15,7,1,-6
627,Terrebonne,QC,4500,-25,29,11,15,8,13,11,-12,-9,-3,5,13,18,21,20,14,7,1,-7
628,Thetford Mines,QC,5120,-26,28,10,14,7,13,10,-12,-11,-5,3,11,16,18,17,12,6,-1,-8
629,Thurso,QC,4820,-26,30,12,15,9,11,9,-13,-9,-3,5,13,18,21,19,14,8,1,-8
630,Trois-Rivières,QC,4900,-25,29,8,15,9,14,13,-10,-8,-3,4,12,18,21,20,15,9,2,-5
631,Val-d'Or,QC,6180,-33,29,11,12,6,13,11,-17,-14,-8,1,10,15,18,16,11,5,-3,-12
632,Varennes,QC,4500,-24,30,11,15,9,17,11,-10,-8,-2,6,13,19,20,19,15,8,2,-5
633,Verchères,QC,4450,-24,30,11,15,9,17,11,-10,-9,-3,6,13,18,21,20,15,8,1,-6
634,Verdun,QC,4200,-23,30,10,15,9,17,12,-10,-8,-2,6,14,19,21,20,16,9,2,-5
635,Victoriaville,QC,4900,-26,29,11,15,8,12,10,-12,-9,-3,5,13,17,20,19,13,7,1,-8
636,Ville-Marie,QC,5550,-31,30,11,13,7,11,10,-15,-12,-6,2,11,17,20,18,13,7,-1,-10
637,Wakefield,QC,4820,-27,30,13,15,8,11,9,-12,-10,-3,5,13,17,20,18,13,7,0,-8
638,Waterloo,QC,4650,-25,29,12,15,9,10,7,-11,-10,-3,5,12,16,19,18,13,7,1,-7
639,Windsor,QC,4700,-25,29,11,15,8,11,7,-11,-9,-4,4,11,16,18,18,13,7,1,-7
640,Assiniboia,SK,5180,-32,31,13,12,7,18,14,-12,-9,-4,5,11,16,19,19,13,5,-3,-9
641,Battrum,SK,5080,-32,32,14,10,6,20,15,-13,-10,-3,5,12,16,19,18,12,6,-4,-10
642,Biggar,SK,5720,-34,30,13,11,6,12,13,-16,-13,-5,4,11,16,18,17,11,5,-6,-14
643,Broadview,SK,5760,-34,30,12,12,6,17,14,-15,-12,-6,4,11,16,18,17,11,4,-6,-12
644,Dafoe,SK,5860,-35,29,12,12,5,14,12,-17,-13,-6,3,11,16,18,17,11,4,-6,-14
645,Dundurn,SK,5600,-35,30,12,12,6,14,13,-16,-12,-5,-5,11,16,18,17,11,4,-6,-14
646,Estevan,SK,5340,-32,32,13,13,6,18,14,-14,-10,-4,5,12,17,19,19,12,5,-5,-11
647,Hudson Bay,SK,6280,-36,29,13,12,5,11,11,-18,-14,-7,2,9,14,18,16,11,3,-7,-15
648,Humboldt,SK,6000,-36,28,13,13,5,14,13,-17,-14,-7,3,11,15,17,16,11,4,-7,-15
649,Island Falls,SK,7100,-39,27,12,12,4,10,13,-23,-19,-11,0,8,14,17,16,9,2,-9,-20
650,Kamsack,SK,6040,-34,29,14,14,5,13,11,-19,-15,-8,3,11,16,18,17,11,4,-7,-16
651,Kindersley,SK,5550,-33,31,13,10,6,14,14,-14,-11,-4,5,11,15,18,17,12,4,-6,-11
652,Lloydminster,SK,5880,-34,28,12,11,5,15,14,-14,-11,-6,4,10,15,17,16,10,3,-7,-12
653,Maple Creek,SK,4780,-31,31,14,10,7,13,13,-9,-6,-2,6,10,15,19,18,13,6,-2,-6
654,Meadow Lake,SK,6280,-38,28,12,11,4,11,11,-17,-14,-7,4,10,15,17,16,10,3,-8,-15
655,Melfort,SK,6050,-36,28,12,13,5,15,13,-17,-13,-8,3,10,15,18,17,11,3,-6,-13
656,Melville,SK,5880,-34,29,13,12,5,15,13,-20,-15,-8,3,11,16,18,16,11,5,-6,-15
657,Moose Jaw,SK,5270,-32,31,14,12,7,18,15,-12,-9,-4,6,11,15,19,18,13,5,-3,-8
658,Nipawin,SK,6300,-37,28,12,13,5,13,12,-18,-15,-7,3,11,16,18,16,10,3,-9,-17
659,North Battleford,SK,5900,-34,29,12,11,5,12,13,-16,-12,-6,4,11,15,18,17,11,4,-7,-14
660,Prince Albert,SK,6100,-37,28,12,13,5,10,12,-17,-14,-7,3,10,15,18,17,11,3,-7,-15
661,Qu'Appelle,SK,5620,-34,30,13,13,6,18,14,-15,-12,-5,4,11,16,18,18,12,5,-6,-13
662,Regina,SK,5600,-34,31,13,12,6,19,16,-15,-12,-5,5,11,16,19,18,12,4,-5,-12
663,Rosetown,SK,5620,-34,31,14,10,6,15,14,-16,-12,-6,4,10,15,18,17,12,4,-5,-11
664,Saskatoon,SK,5700,-35,30,13,12,6,15,14,-16,-12,-6,5,11,16,18,17,11,4,-6,-13
665,Scott,SK,5960,-34,30,13,11,5,12,13,-15,-11,-7,4,10,14,18,17,11,3,-5,-11
666,Strasbourg,SK,5600,-34,30,13,13,6,14,12,-17,-12,-5,4,12,17,19,18,11,5,-5,-13
667,Swift Current,SK,5150,-31,31,12,10,6,22,17,-11,-8,-3,5,11,15,18,18,12,5,-3,-8
668,Uranium City,SK,7500,-42,26,10,11,3,8,11,-24,-19,-13,-3,5,13,16,14,8,0,-11,-18
669,Weyburn,SK,5400,-33,31,13,14,6,18,15,-15,-11,-6,5,11,16,19,19,13,5,-4,-11
670,Yorkton,SK,6000,-34,29,12,12,5,14,12,-17,-13,-7,3,10,15,18,17,11,4,-7,-14
671,Aishihik,YT,7500,-44,23,13,7,2,4,8,-23,-18,-10,0,8,13,15,13,7,-2,-15,-21
672,Dawson,YT,8120,-50,26,13,7,1,1,4,-27,-22,-12,0,8,14,16,13,6,-5,-18,-25
673,Destruction Bay,YT,7800,-43,23,13,6,2,9,13,-19,-16,-12,-3,5,11,13,10,5,-3,-15,-17
674,Faro,YT,7300,-46,25,11,8,2,6,6,-23,-15,-9,1,7,14,15,12,7,-2,-15,-18
675,Haines Junction,YT,7100,-45,24,13,6,3,4,8,-20,-12,-7,1,7,12,13,12,7,0,-13,-16
676,Snag,YT,8300,-51,23,13,9,2,3,6,-27,-21,-13,-2,6,12,14,11,5,-7,-20,-25
677,Teslin,YT,6770,-42,24,12,7,4,4,7,-19,-13,-8,0,6,12,14,12,7,1,-10,-14
678,Watson Lake,YT,7470,-46,26,11,7,4,3,9,-23,-18,-10,0,8,13,15,13,7,-1,-15,-20
679,Whitehorse,YT,6580,-41,25,11,7,3,13,10,-17,-12,-7,1,7,12,14,12,7,0,-10,-12
